travelCode,userCode,from,to,flightType,price,time,distance,agency,date
1319,384,Phoenix,Houston,firstClass,1845.4,11.37,4699,FlyingDrops,2024-10-14
1320,381,Columbus,Fort Worth,economic,271.64,5.94,2006,Rainbow,2024-10-30
1321,438,Columbus,Houston,economic,413.84,7.27,2637,AirGo,2024-07-06
1322,383,San Diego,Los Angeles,firstClass,2560.9,9.57,4374,JetSet,2023-10-09
1323,146,Philadelphia,San Jose,business,315.92,3.15,874,FlyingDrops,2024-11-25
1324,137,New York,Charlotte,economic,104.11,2.98,653,Cloudy,2023-10-09
1325,33,Atlanta,Austin,economic,375.96,5.46,2313,SkyWay,2023-08-15
1326,244,San Jose,Seattle,business,1082.44,9.34,3946,SkyWay,2024-02-03
1327,438,New York,Jacksonville,firstClass,1481.01,7.26,3118,JetSet,2024-04-18
1328,339,Seattle,San Antonio,business,498.27,5.29,1892,AirGo,2023-02-03
1329,383,Miami,Chicago,business,1241.43,10.31,4485,SkyWay,2023-08-01
1330,320,Jacksonville,San Jose,firstClass,1480.33,7.34,3083,SkyWay,2023-06-09
1331,285,Philadelphia,Fort Worth,business,1370.86,9.19,4035,JetSet,2023-10-18
1332,50,Seattle,San Diego,firstClass,2508.39,10.5,4903,Cloudy,2023-05-07
1333,282,San Antonio,San Diego,economic,371.8,6.51,2870,Cloudy,2024-02-15
1334,341,Jacksonville,San Antonio,firstClass,1271.49,6.55,2784,JetSet,2023-04-19
1335,388,Austin,Boston,business,1720.46,10.81,4862,Cloudy,2024-05-21
1336,391,San Jose,Seattle,economic,234.99,5.01,1955,Cloudy,2023-12-09
1337,15,Philadelphia,Houston,firstClass,1834.22,9.81,3925,SkyWay,2024-10-13
1338,485,San Diego,Phoenix,business,1455.95,11.24,4623,Rainbow,2024-02-23
1339,381,Austin,San Diego,economic,773.09,10.26,4365,SkyWay,2023-01-24
1340,371,Fort Worth,Miami,business,518.6,5.94,2081,AirGo,2024-01-13
1341,106,San Diego,Philadelphia,firstClass,941.81,5.26,2136,SkyWay,2023-02-01
1342,257,Charlotte,Seattle,economic,693.71,10.25,4134,JetSet,2024-04-17
1343,384,Houston,Jacksonville,economic,445.26,6.2,2505,Rainbow,2023-01-08
1344,453,Columbus,Boston,firstClass,1714.1,7.92,3656,JetSet,2023-09-24
1345,150,Boston,Houston,business,1417.54,11.32,4875,AirGo,2023-03-03
1346,226,Fort Worth,Los Angeles,firstClass,1848.66,9.12,3772,Cloudy,2024-10-27
1347,370,Houston,Phoenix,economic,410.19,6.94,2650,CloudFy,2023-04-25
1348,108,Jacksonville,Charlotte,business,858.37,7.28,3283,FlyingDrops,2024-05-09
1349,388,Houston,Jacksonville,business,366.49,3.4,1106,FlyingDrops,2023-09-08
1350,291,Austin,San Jose,business,1211.77,9.28,4142,FlyingDrops,2023-09-22
1351,289,Atlanta,Los Angeles,economic,208.1,4.71,1712,FlyingDrops,2024-01-15
1352,226,San Jose,Austin,business,486.2,4.94,1796,JetSet,2024-12-31
1353,132,San Jose,Phoenix,business,417.52,3.83,1553,JetSet,2024-01-29
1354,370,San Diego,New York,economic,359.88,6.68,2981,SkyWay,2024-01-08
1355,437,Denver,Fort Worth,firstClass,985.15,5.75,1895,SkyWay,2024-08-24
1356,446,Austin,Boston,firstClass,1741.11,8.99,3596,SkyWay,2023-06-23
1357,116,Seattle,Philadelphia,firstClass,2123.5,7.74,3611,FlyingDrops,2023-12-17
1358,333,San Antonio,Dallas,economic,454.99,6.97,2779,CloudFy,2023-05-03
1359,460,Jacksonville,Denver,firstClass,338.61,2.96,599,CloudFy,2024-06-20
1360,260,San Antonio,Fort Worth,business,184.43,2.64,769,Rainbow,2023-12-04
1361,229,Dallas,Miami,business,1817.62,11.62,4905,SkyWay,2023-02-27
1362,440,Denver,San Diego,economic,340.11,6.89,2597,CloudFy,2024-10-28
1363,47,San Diego,Seattle,economic,112.7,3.63,829,JetSet,2023-10-12
1364,300,San Antonio,Chicago,economic,633.18,10.51,4780,AirGo,2023-09-07
1365,405,Miami,Seattle,firstClass,718.82,3.92,1305,JetSet,2023-11-23
1366,278,Chicago,San Diego,firstClass,700.5,4.07,1453,SkyWay,2023-04-13
1367,369,San Antonio,Denver,firstClass,328.74,2.53,578,Cloudy,2023-04-25
1368,308,San Antonio,Atlanta,business,1113.32,10.46,4237,FlyingDrops,2024-02-21
1369,154,Seattle,Philadelphia,firstClass,2042.82,10.53,4655,FlyingDrops,2024-10-22
1370,226,Boston,San Diego,firstClass,1344.96,7.03,2755,Rainbow,2024-10-02
1371,84,Philadelphia,Denver,economic,468.88,8.07,3114,CloudFy,2024-05-22
1372,327,Chicago,Charlotte,business,1061.14,6.63,2995,JetSet,2023-12-17
1373,157,Boston,Philadelphia,economic,184.58,4.42,1390,FlyingDrops,2024-05-28
1374,80,Denver,Seattle,economic,392.28,7.81,2958,FlyingDrops,2024-11-19
1375,167,Philadelphia,San Diego,firstClass,976.91,5.59,1907,SkyWay,2023-06-10
1376,190,Seattle,Columbus,business,715.54,6.26,2706,CloudFy,2023-11-07
1377,218,San Jose,Jacksonville,business,925.55,8.54,3399,SkyWay,2023-11-12
1378,413,Fort Worth,Charlotte,economic,550.65,8.2,3810,CloudFy,2024-10-23
1379,427,Charlotte,Dallas,economic,351.43,5.12,2156,FlyingDrops,2023-10-29
1380,409,New York,Jacksonville,firstClass,1819.61,8.25,3632,CloudFy,2023-07-24
1381,371,Atlanta,Denver,firstClass,1179.11,6.15,2744,Cloudy,2023-11-30
1382,128,Miami,Seattle,economic,644.9,8.92,3695,FlyingDrops,2024-05-13
1383,276,Atlanta,Miami,firstClass,511.13,2.62,985,FlyingDrops,2023-10-10
1384,397,Charlotte,San Jose,economic,720.18,9.43,4365,JetSet,2023-11-29
1385,126,Columbus,Phoenix,economic,453.14,7.26,2948,FlyingDrops,2024-03-24
1386,12,Miami,Boston,business,915.92,6.61,2635,CloudFy,2024-12-07
1387,240,Chicago,Jacksonville,firstClass,1757.68,9.92,4152,CloudFy,2023-11-25
1388,310,Charlotte,Jacksonville,firstClass,1136.17,5.78,2130,JetSet,2023-09-19
1389,426,New York,Philadelphia,economic,650.73,8.87,3865,SkyWay,2023-02-19
1390,448,Los Angeles,Boston,firstClass,378.58,2.61,632,AirGo,2024-05-31
1391,290,Austin,Miami,firstClass,1457.42,6.99,2815,Rainbow,2023-03-19
1392,294,Boston,Houston,business,632.09,5.29,1796,Cloudy,2023-03-31
1393,334,Atlanta,San Antonio,economic,596.21,9.79,4030,FlyingDrops,2023-06-05
1394,456,Chicago,San Antonio,business,1123.33,7.75,3283,Rainbow,2024-03-18
1395,116,Fort Worth,Atlanta,firstClass,255.43,2.54,552,FlyingDrops,2023-01-09
1396,235,Columbus,Phoenix,firstClass,1273.52,6.03,2325,JetSet,2024-06-29
1397,93,San Antonio,Atlanta,firstClass,714.64,4.28,1750,Rainbow,2023-11-12
1398,168,New York,Miami,business,251.85,3.32,823,AirGo,2023-03-12
1399,120,Austin,San Diego,business,551.38,5.22,2210,CloudFy,2023-10-05
1400,228,Jacksonville,New York,economic,725.39,8.89,4101,AirGo,2023-01-27
1401,303,San Antonio,Columbus,economic,548.78,9.48,4160,AirGo,2024-01-25
1402,84,Houston,Chicago,economic,760.14,11.17,4650,AirGo,2023-05-05
1403,108,San Antonio,Houston,firstClass,1533.03,8.49,3435,Rainbow,2023-07-15
1404,4,Denver,Jacksonville,firstClass,1522.48,6.45,2591,Cloudy,2023-01-17
1405,223,Columbus,Fort Worth,economic,471.93,7.85,3405,AirGo,2023-03-08
1406,9,San Jose,San Diego,business,412.71,3.86,1191,FlyingDrops,2024-04-27
1407,80,Austin,Los Angeles,economic,306.09,5.84,2539,CloudFy,2024-06-15
1408,317,Seattle,Los Angeles,economic,354.12,6.24,2218,Cloudy,2024-01-16
1409,93,Philadelphia,Charlotte,economic,343.38,5.76,1930,FlyingDrops,2024-11-15
1410,466,Houston,San Antonio,economic,659.8,9.96,4575,AirGo,2024-01-18
1411,377,Dallas,Jacksonville,economic,123.24,2.42,711,AirGo,2023-02-05
1412,87,Phoenix,Charlotte,economic,766.92,10.9,4919,CloudFy,2024-06-21
1413,496,Houston,New York,firstClass,1388.23,5.29,2324,Cloudy,2023-04-26
1414,1,Charlotte,Columbus,business,1295.72,8.92,4107,FlyingDrops,2024-10-14
1415,343,Seattle,Denver,firstClass,769.57,4.08,1550,JetSet,2024-09-20
1416,116,Houston,Denver,firstClass,1034.15,4.9,2107,JetSet,2023-05-27
1417,116,Chicago,Phoenix,business,1208.1,8.54,3808,FlyingDrops,2023-09-13
1418,453,Philadelphia,Austin,firstClass,2108.14,10.07,4285,FlyingDrops,2024-08-14
1419,383,Phoenix,Jacksonville,firstClass,1804.13,8.63,3570,AirGo,2023-02-05
1420,83,Fort Worth,Los Angeles,economic,314.89,4.51,1992,Cloudy,2023-09-01
1421,446,Austin,New York,business,1227.49,10.1,4438,AirGo,2024-10-05
1422,61,Miami,Fort Worth,firstClass,980.7,5.7,2259,JetSet,2024-03-26
1423,414,Dallas,Boston,firstClass,1360.0,8.52,3262,AirGo,2023-12-16
1424,135,Seattle,Miami,firstClass,583.12,4.08,1290,Rainbow,2024-06-15
1425,500,Jacksonville,Charlotte,business,172.71,3.36,708,Cloudy,2023-08-21
1426,224,Houston,Phoenix,business,809.81,6.53,2922,SkyWay,2024-04-08
1427,100,Chicago,Boston,economic,650.3,9.24,3756,CloudFy,2024-06-07
1428,441,San Diego,New York,economic,566.94,8.09,3399,SkyWay,2024-07-30
1429,86,Denver,Los Angeles,business,1141.82,8.25,3470,FlyingDrops,2024-06-27
1430,432,Philadelphia,Houston,business,656.73,5.16,1856,AirGo,2023-08-20
1431,152,Phoenix,Miami,business,1059.85,9.73,3973,Cloudy,2024-02-15
1432,1,Denver,Columbus,firstClass,2328.33,9.65,4333,Rainbow,2023-11-04
1433,492,Dallas,Miami,business,1022.48,6.92,3052,Rainbow,2024-08-31
1434,201,Los Angeles,Charlotte,economic,217.36,4.58,1677,AirGo,2023-09-06
1435,494,Philadelphia,Charlotte,firstClass,945.81,5.04,2084,FlyingDrops,2023-08-20
1436,390,Phoenix,Columbus,economic,224.05,4.29,1743,FlyingDrops,2023-10-10
1437,242,New York,Phoenix,business,1038.94,7.38,3049,CloudFy,2024-09-04
1438,451,Charlotte,San Jose,economic,726.44,11.48,4933,AirGo,2023-03-14
1439,239,Austin,Dallas,economic,490.56,9.01,3625,Cloudy,2024-10-03
1440,46,Miami,Philadelphia,business,1161.8,10.62,4491,JetSet,2023-04-16
1441,30,Atlanta,Jacksonville,economic,809.14,10.86,4551,JetSet,2024-03-07
1442,215,Houston,San Jose,business,885.75,7.38,2759,JetSet,2023-12-03
1443,300,Dallas,Fort Worth,economic,101.86,1.86,605,Cloudy,2023-09-06
1444,250,San Diego,Atlanta,firstClass,1474.24,6.01,2677,SkyWay,2024-12-26
1445,309,Atlanta,Miami,firstClass,2495.23,11.31,4751,Rainbow,2023-02-13
1446,298,Miami,Houston,business,433.68,3.23,1277,JetSet,2024-01-05
1447,294,Atlanta,Columbus,firstClass,456.23,2.67,826,AirGo,2024-04-16
1448,93,Denver,Los Angeles,firstClass,1537.16,9.58,4037,Rainbow,2024-08-03
1449,184,Austin,Houston,firstClass,2089.31,9.45,3876,AirGo,2023-09-17
1450,358,Jacksonville,Fort Worth,economic,339.85,6.7,2766,JetSet,2024-04-14
1451,400,Dallas,Philadelphia,economic,819.42,11.44,4983,AirGo,2023-12-23
1452,163,Philadelphia,Denver,economic,492.52,7.5,3234,AirGo,2023-08-22
1453,328,San Jose,Houston,business,337.2,3.94,1240,CloudFy,2024-05-24
1454,387,Fort Worth,San Antonio,firstClass,2490.12,9.98,4476,CloudFy,2024-01-06
1455,359,Philadelphia,Jacksonville,economic,195.89,3.61,1413,JetSet,2024-06-02
1456,102,Boston,San Jose,business,1559.94,10.58,4909,Rainbow,2023-03-19
1457,69,Chicago,Columbus,firstClass,838.34,4.96,1694,Cloudy,2024-02-11
1458,126,Houston,Austin,business,303.48,3.33,1173,SkyWay,2023-02-11
1459,126,Phoenix,San Jose,economic,735.76,9.94,4550,CloudFy,2023-08-13
1460,248,Charlotte,San Antonio,economic,106.9,2.15,601,AirGo,2024-09-18
1461,205,Charlotte,Columbus,business,730.43,5.27,2074,JetSet,2024-08-17
1462,221,Miami,Fort Worth,business,983.58,6.84,2642,FlyingDrops,2023-09-27
1463,165,Jacksonville,San Diego,firstClass,2909.15,10.89,4926,AirGo,2023-05-18
1464,363,San Diego,Miami,business,563.51,3.75,1554,Cloudy,2024-06-03
1465,500,Boston,Austin,economic,385.79,6.31,2366,SkyWay,2024-10-22
1466,224,San Diego,Seattle,firstClass,442.74,3.06,935,Rainbow,2024-08-28
1467,245,Philadelphia,New York,business,974.95,9.68,4173,AirGo,2023-12-22
1468,130,Phoenix,Chicago,business,1132.62,7.4,3403,JetSet,2024-08-06
1469,159,New York,Denver,firstClass,674.09,5.16,1592,SkyWay,2024-04-07
1470,349,San Jose,Jacksonville,economic,599.66,11.24,4661,SkyWay,2024-07-06
1471,397,Austin,New York,business,260.08,3.43,933,Rainbow,2023-05-03
1472,308,Atlanta,Chicago,business,1302.36,9.37,3889,AirGo,2023-09-12
1473,485,Philadelphia,San Antonio,economic,637.14,10.7,4554,Cloudy,2023-04-07
1474,94,Miami,Fort Worth,firstClass,1471.53,8.79,3623,Rainbow,2023-12-18
1475,134,San Jose,Fort Worth,economic,603.67,9.87,4025,Cloudy,2023-07-08
1476,132,San Antonio,Dallas,firstClass,635.58,3.35,1168,Rainbow,2024-06-20
1477,494,Atlanta,Los Angeles,business,235.49,3.49,984,SkyWay,2023-01-02
1478,289,New York,Los Angeles,firstClass,2026.34,8.26,3651,FlyingDrops,2024-08-04
1479,50,Chicago,San Antonio,economic,609.74,9.93,4581,AirGo,2023-12-20
1480,260,Phoenix,Fort Worth,business,645.03,5.74,1949,CloudFy,2023-07-01
1481,414,Charlotte,New York,business,292.68,3.54,817,FlyingDrops,2023-05-04
1482,255,San Jose,Houston,firstClass,815.83,5.34,1977,CloudFy,2023-04-13
1483,426,Atlanta,Phoenix,business,1188.68,8.43,3263,Cloudy,2024-07-15
1484,492,Charlotte,Houston,business,289.93,3.08,1036,AirGo,2023-09-03
1485,416,Seattle,San Antonio,firstClass,488.24,2.72,840,AirGo,2024-05-06
1486,289,Miami,Houston,business,339.99,3.99,1245,SkyWay,2024-06-23
1487,230,Boston,Denver,firstClass,2181.92,11.41,4975,AirGo,2023-05-19
1488,13,San Antonio,Austin,business,1123.99,9.09,3992,Cloudy,2024-05-17
1489,395,Houston,Jacksonville,business,1209.5,10.34,4465,JetSet,2023-10-22
1490,383,Los Angeles,Boston,economic,282.39,6.0,2040,SkyWay,2024-08-24
1491,495,Boston,Philadelphia,business,936.49,7.75,3069,FlyingDrops,2023-02-18
1492,379,Fort Worth,San Antonio,firstClass,2750.3,10.39,4905,SkyWay,2024-03-20
1493,51,Denver,Philadelphia,business,819.55,8.6,3537,Cloudy,2023-08-08
1494,293,Philadelphia,Dallas,business,798.06,6.86,3123,JetSet,2023-07-31
1495,3,Atlanta,New York,economic,584.94,8.06,3625,CloudFy,2023-10-25
1496,80,Austin,Philadelphia,firstClass,1335.5,5.8,2370,CloudFy,2023-02-15
1497,364,Atlanta,San Diego,business,754.23,7.05,2615,AirGo,2024-08-07
1498,194,San Jose,San Antonio,business,619.12,6.58,2733,FlyingDrops,2024-02-28
1499,393,San Antonio,Denver,firstClass,271.43,2.61,585,Cloudy,2024-12-13
1500,35,Phoenix,Dallas,economic,250.23,3.55,1437,CloudFy,2024-05-15
1501,204,Boston,Austin,economic,423.71,7.13,2601,FlyingDrops,2024-12-12
1502,487,Boston,San Jose,firstClass,1061.73,5.95,2642,Rainbow,2023-07-26
1503,56,Boston,Seattle,economic,188.22,4.36,1541,Rainbow,2024-05-05
1504,124,San Diego,Los Angeles,firstClass,1067.97,4.65,2011,Cloudy,2023-03-11
1505,479,Atlanta,Jacksonville,firstClass,914.7,4.5,1669,SkyWay,2024-11-09
1506,175,San Antonio,San Diego,business,705.02,6.77,3104,AirGo,2023-06-06
1507,195,Dallas,Philadelphia,firstClass,2227.38,9.37,4284,CloudFy,2024-02-05
1508,370,San Jose,Boston,economic,308.74,5.47,2345,Cloudy,2024-11-04
1509,74,New York,Seattle,economic,344.96,6.43,2513,SkyWay,2023-06-14
1510,369,Austin,Los Angeles,economic,157.07,3.18,1033,CloudFy,2024-09-25
1511,196,Austin,Fort Worth,economic,269.77,5.2,1675,Rainbow,2023-01-07
1512,289,Miami,Los Angeles,firstClass,808.8,4.75,1480,SkyWay,2023-02-06
1513,352,Chicago,New York,business,1416.2,10.71,4402,SkyWay,2023-10-17
1514,326,Fort Worth,Seattle,business,775.12,6.42,2446,Cloudy,2023-12-20
1515,327,Seattle,Phoenix,firstClass,2081.73,11.61,4894,JetSet,2023-10-21
1516,74,Philadelphia,Columbus,firstClass,688.42,4.68,1813,Rainbow,2023-11-04
1517,431,Charlotte,Columbus,business,1841.36,11.65,4935,JetSet,2023-05-09
1518,228,Jacksonville,San Antonio,firstClass,1890.11,9.72,3949,Cloudy,2024-04-08
1519,106,Charlotte,Jacksonville,firstClass,1283.69,7.84,3170,CloudFy,2024-06-26
1520,187,San Antonio,San Diego,business,700.23,6.11,2094,Cloudy,2024-09-25
1521,278,Boston,Columbus,firstClass,1226.09,6.85,3014,JetSet,2023-04-22
1522,456,Charlotte,San Jose,business,998.37,8.33,3876,CloudFy,2024-07-18
1523,198,Fort Worth,Boston,firstClass,751.98,5.87,1977,SkyWay,2023-07-31
1524,78,Philadelphia,San Jose,business,552.8,5.01,1776,Cloudy,2023-07-22
1525,478,Austin,Seattle,economic,234.1,4.78,1569,AirGo,2024-09-17
1526,11,Atlanta,Denver,business,270.66,3.09,789,Rainbow,2023-03-29
1527,491,Los Angeles,Jacksonville,economic,433.54,8.03,3066,CloudFy,2023-06-04
1528,174,San Jose,Chicago,firstClass,1731.23,7.54,3084,JetSet,2024-05-01
1529,84,Philadelphia,Austin,firstClass,546.98,4.37,1331,Cloudy,2023-06-05
1530,359,Houston,Miami,business,1187.06,8.45,3856,FlyingDrops,2024-04-25
1531,70,San Diego,Houston,business,407.49,5.27,1701,Cloudy,2023-02-10
1532,477,Seattle,Fort Worth,firstClass,961.06,5.44,1896,Cloudy,2024-01-07
1533,291,Miami,Atlanta,economic,742.1,10.17,4164,FlyingDrops,2024-11-18
1534,202,Austin,Chicago,firstClass,548.39,2.89,1064,CloudFy,2024-11-24
1535,182,Houston,San Diego,business,1075.43,7.19,3127,SkyWay,2023-03-27
1536,99,Seattle,New York,business,1097.31,9.83,3922,SkyWay,2023-09-16
1537,123,Dallas,Boston,economic,586.36,10.0,4510,JetSet,2024-10-26
1538,235,San Jose,Dallas,firstClass,1765.63,9.1,4046,JetSet,2024-11-03
1539,6,Chicago,Jacksonville,business,281.41,2.21,757,JetSet,2024-10-01
1540,19,Miami,New York,firstClass,1739.45,8.04,3618,JetSet,2024-02-02
1541,209,Dallas,Columbus,firstClass,1987.0,8.71,3504,JetSet,2024-03-10
1542,43,Austin,Phoenix,firstClass,1281.34,6.61,2642,Cloudy,2023-10-01
1543,125,Chicago,Jacksonville,business,349.07,3.39,1429,Rainbow,2023-04-20
1544,443,Philadelphia,Fort Worth,economic,236.36,4.88,1761,Rainbow,2023-03-31
1545,299,New York,Los Angeles,business,1046.24,8.39,3294,JetSet,2023-06-09
1546,103,Charlotte,Austin,business,318.86,4.15,1366,JetSet,2023-05-23
1547,108,Chicago,San Antonio,economic,209.37,3.01,1250,Rainbow,2023-08-27
1548,254,Chicago,Columbus,firstClass,2703.08,10.46,4836,SkyWay,2024-12-26
1549,91,Philadelphia,Denver,firstClass,489.7,3.17,1001,CloudFy,2023-03-23
1550,97,Dallas,Phoenix,business,677.71,5.65,2051,CloudFy,2023-03-19
1551,212,Austin,San Diego,economic,580.63,8.92,3733,SkyWay,2024-09-07
1552,4,San Jose,San Antonio,firstClass,1380.91,6.85,2555,JetSet,2024-06-27
1553,318,Dallas,Austin,economic,153.97,2.65,1029,AirGo,2023-03-03
1554,164,Columbus,Chicago,business,1398.07,8.82,4153,SkyWay,2023-04-01
1555,381,Jacksonville,Chicago,business,722.81,6.89,2649,AirGo,2024-01-02
1556,117,Seattle,Jacksonville,firstClass,1318.33,7.56,2959,SkyWay,2023-07-14
1557,473,Philadelphia,Los Angeles,business,1210.22,7.89,3390,AirGo,2023-11-29
1558,215,Fort Worth,Seattle,firstClass,2274.44,9.14,4204,Rainbow,2024-01-30
1559,464,Phoenix,Jacksonville,firstClass,651.53,4.55,1723,CloudFy,2024-11-08
1560,139,Phoenix,Atlanta,economic,326.7,5.2,2277,FlyingDrops,2023-06-03
1561,143,San Antonio,New York,firstClass,2085.59,8.16,3713,CloudFy,2024-07-16
1562,250,San Antonio,Denver,business,1684.25,10.33,4588,JetSet,2023-06-13
1563,149,Los Angeles,Fort Worth,economic,170.15,4.03,1048,CloudFy,2024-09-14
1564,324,San Diego,Boston,firstClass,858.63,5.67,2272,CloudFy,2023-11-12
1565,145,Austin,San Jose,business,1263.88,9.45,4014,FlyingDrops,2024-06-26
1566,127,Jacksonville,Phoenix,firstClass,2082.62,9.35,4379,CloudFy,2024-03-03
1567,407,Austin,San Diego,firstClass,2199.45,10.48,4400,FlyingDrops,2024-08-14
1568,251,San Antonio,Phoenix,firstClass,1216.27,6.31,2375,SkyWay,2023-09-13
1569,320,Seattle,New York,firstClass,2161.81,11.19,4685,FlyingDrops,2023-06-01
1570,35,Chicago,Boston,firstClass,2468.7,9.98,4290,Cloudy,2023-09-30
1571,127,Fort Worth,San Antonio,firstClass,919.59,4.39,1672,CloudFy,2024-04-30
1572,249,New York,Jacksonville,firstClass,2455.07,10.25,4453,FlyingDrops,2023-11-24
1573,152,Atlanta,Boston,economic,318.1,6.02,2041,JetSet,2023-05-04
1574,359,Los Angeles,San Diego,business,1590.55,10.18,4629,AirGo,2024-03-09
1575,330,New York,Austin,firstClass,827.24,5.06,2173,AirGo,2024-10-29
1576,321,Columbus,Chicago,firstClass,2578.0,10.28,4308,Cloudy,2024-04-02
1577,234,Boston,Philadelphia,business,997.93,9.91,4138,FlyingDrops,2023-10-08
1578,64,San Antonio,Seattle,firstClass,820.95,5.05,1834,Rainbow,2023-01-18
1579,282,Austin,Miami,firstClass,1979.35,7.75,3521,Rainbow,2024-01-20
1580,330,Columbus,Austin,firstClass,1102.58,4.91,1958,FlyingDrops,2023-02-05
1581,68,Austin,Atlanta,business,191.84,3.47,822,Cloudy,2024-12-31
1582,121,Chicago,Houston,economic,225.99,4.14,1741,Rainbow,2024-12-31
1583,206,Jacksonville,Fort Worth,firstClass,633.15,3.45,1164,SkyWay,2024-05-19
1584,417,Los Angeles,Boston,firstClass,1865.22,9.03,3743,CloudFy,2023-04-02
1585,286,Charlotte,Philadelphia,economic,325.26,6.11,2636,Rainbow,2024-11-30
1586,489,Los Angeles,Dallas,firstClass,462.18,2.26,847,AirGo,2023-06-06
1587,10,Phoenix,Boston,firstClass,1628.24,7.37,3145,SkyWay,2024-02-10
1588,19,San Jose,Denver,economic,477.27,9.12,3899,CloudFy,2024-08-26
1589,261,San Diego,Atlanta,firstClass,219.37,2.14,558,AirGo,2024-01-12
1590,145,Philadelphia,Columbus,economic,305.57,4.8,1747,FlyingDrops,2024-09-29
1591,132,Boston,Jacksonville,business,939.53,8.1,3681,FlyingDrops,2024-09-14
1592,229,San Antonio,Jacksonville,firstClass,1632.11,8.11,3716,SkyWay,2023-01-30
1593,381,Denver,Fort Worth,economic,288.5,4.7,2014,AirGo,2023-04-20
1594,419,San Antonio,San Diego,business,960.78,7.64,2946,FlyingDrops,2024-08-30
1595,112,Jacksonville,Seattle,economic,412.24,6.11,2382,SkyWay,2023-09-16
1596,256,New York,Austin,economic,389.92,6.29,2272,JetSet,2023-07-31
1597,246,Fort Worth,Austin,firstClass,1525.49,8.8,3701,SkyWay,2024-05-18
1598,437,Atlanta,San Jose,business,611.16,5.69,2535,Rainbow,2023-01-01
1599,374,Atlanta,Los Angeles,economic,379.52,7.39,2746,SkyWay,2024-01-26
1600,380,Philadelphia,Houston,economic,462.04,7.85,3515,FlyingDrops,2024-03-09
1601,155,Chicago,San Jose,firstClass,261.5,2.31,683,CloudFy,2023-05-03
1602,406,Dallas,Seattle,economic,244.51,4.85,1485,Rainbow,2024-11-29
1603,356,Seattle,Philadelphia,economic,190.67,3.47,1422,SkyWay,2024-08-16
1604,34,Dallas,San Jose,economic,715.32,9.45,4429,Cloudy,2023-08-09
1605,499,Fort Worth,New York,economic,676.69,10.3,4574,Rainbow,2023-06-29
1606,145,Miami,Los Angeles,business,362.16,3.97,1016,JetSet,2024-12-27
1607,121,Seattle,San Antonio,firstClass,413.61,2.9,699,JetSet,2023-07-12
1608,287,Charlotte,New York,business,301.62,3.53,861,JetSet,2024-03-21
1609,234,Seattle,San Diego,business,211.34,2.7,887,AirGo,2024-01-12
1610,277,Seattle,Miami,economic,506.08,8.6,3557,CloudFy,2024-07-18
1611,393,Austin,Fort Worth,firstClass,883.05,5.22,1925,FlyingDrops,2023-12-22
1612,309,Phoenix,Denver,business,1824.63,11.0,4942,FlyingDrops,2023-03-30
1613,85,Phoenix,Jacksonville,firstClass,2145.11,9.82,4322,Rainbow,2024-11-27
1614,436,Austin,Boston,business,516.58,4.77,1688,AirGo,2023-06-13
1615,257,Miami,Phoenix,economic,543.69,8.11,3746,SkyWay,2023-04-25
1616,379,Los Angeles,Boston,economic,81.56,1.95,533,CloudFy,2023-06-18
1617,480,Austin,Denver,economic,531.3,7.93,3166,Cloudy,2024-07-15
1618,116,Denver,Fort Worth,economic,544.44,8.38,3376,JetSet,2023-04-19
1619,410,Charlotte,Phoenix,business,733.03,5.66,2042,Rainbow,2024-05-31
1620,278,Seattle,Phoenix,economic,434.69,6.88,3011,JetSet,2023-08-03
1621,424,Houston,San Diego,economic,80.43,1.81,632,AirGo,2023-07-10
1622,339,Chicago,Houston,firstClass,1977.0,10.34,4207,Cloudy,2024-01-02
1623,302,New York,Austin,firstClass,1629.76,8.41,3676,Cloudy,2024-09-26
1624,16,Atlanta,Miami,economic,678.75,11.02,4525,FlyingDrops,2023-12-26
1625,486,Seattle,Fort Worth,business,407.62,3.74,1302,JetSet,2023-12-26
1626,244,Seattle,New York,firstClass,445.36,3.58,816,FlyingDrops,2023-03-30
1627,233,Boston,Chicago,economic,408.97,6.61,2510,Cloudy,2023-04-07
1628,438,Austin,San Diego,business,1179.27,9.24,4344,Cloudy,2024-12-21
1629,400,San Antonio,Charlotte,economic,90.87,2.69,584,Rainbow,2024-11-22
1630,199,Denver,Charlotte,economic,629.47,10.0,4612,AirGo,2024-08-01
1631,151,Boston,Los Angeles,firstClass,710.28,4.47,1463,AirGo,2024-04-07
1632,102,Philadelphia,Los Angeles,firstClass,1701.91,7.57,3214,Cloudy,2023-03-20
1633,396,Seattle,San Diego,economic,618.39,9.01,3672,Cloudy,2023-06-30
1634,118,Los Angeles,Austin,economic,375.09,5.67,2330,JetSet,2024-05-20
1635,289,Charlotte,Houston,economic,303.69,4.4,1847,Rainbow,2024-09-11
1636,189,Charlotte,Denver,firstClass,1983.51,8.57,4022,JetSet,2024-12-11
1637,217,Boston,Houston,firstClass,2072.46,9.31,4380,Rainbow,2024-12-19
1638,465,Chicago,Houston,firstClass,1677.13,8.07,3429,CloudFy,2023-09-07
1639,338,Houston,New York,economic,192.97,3.77,1207,SkyWay,2024-04-01
1640,299,Jacksonville,Miami,firstClass,2439.84,9.43,4414,Cloudy,2023-07-09
1641,201,Houston,Miami,economic,331.53,5.61,2402,Rainbow,2024-12-19
